"pc_armor_helmet_bronze","청동 투구","주석과 구리의 합금으로 만들어진 이 청동 투구는 적절한 보호를 제공합니다."
"pc_armor_helmet_iron","철 투구","이 투구는 정말 안전하다. 믿어봐"
"pc_armor_helmet_steel","강철 투구","이 투구는 가볍기는 하지만 엄청나게 질기다."
"pc_armor_helmet_silver","순은 투구","화려한 디테일로 장식된 아름다운 은색 투구."
"pc_armor_helmet_silver2","순은 해골 두상","적을 겁주기 위해 해골처럼 생긴 순은 투구."
"pc_armor_helmet_gold","황금 투구","반짝이는 황금 투구!"
"pc_armor_helmet_gold2","황금 사자 두상","고대 지구 포식자에 의해 영감을 받은 황금 투구"
"pc_armor_helmet_dark","암흑 투구","어두운 기운이 나는 투구"
"pc_armor_helmet_dragon","드래곤 투구","이 투구는 드래곤의 비늘로 만들어져서 뛰어난 보호 기능을 제공합니다!"
"pc_armor_helmet_skull","해골 두상","적을 겁주기 위해 만든 투구."
"pc_armor_wizard_hat","마법사 모자","모든 마법사가 좋아하는 모자!"
"pc_armor_chefs_hat","요리사 모자","모든 요리사가 좋아하는 모자!"
"pc_shield_tin","주석 방패","주석으로 만든 낮은 보호를 제공하는 방패, 간신히 생명을 구할 수는 있습니다."
"pc_shield_copper","구리 방패","구리로 만든 낮은 보호를 제공하는 방패, 생명을 구할 수는 있습니다."
"pc_shield_bronze","청동 방패","주석과 구리의 합금으로 만들어진 이 청동 방패는 적절한 보호를 제공합니다."
"pc_shield_iron","철 방패","이 방패는 정말 안전하다. 믿어봐"
"pc_shield_steel","강철 방패","이 방패는 가볍기는 하지만 엄청나게 질기다."
"pc_shield_silver","순은 방패","화려한 디테일로 장식된 아름다운 은색 방패."
"pc_shield_gold","황금 방패","반짝이는 황금 방패!"
"pc_shield_dragon","드래곤 방패","이 방패는 드래곤의 비늘로 만들어져서 뛰어난 보호 기능을 제공합니다!"
"pc_sword_wood","목검","혼자 가는 건 위험해, 이걸 가져가!'"
"pc_sword_tin","초심자 검","신참에게 쓸만한 검."
"pc_sword_copper","단조 검","신참에게 완벽한 검."
"pc_sword_bronze","청동 검","주석과 구리의 합금으로 만들어진 무딘 날을 가진 무거운 칼."
"pc_sword_iron","기사의 검","진짜 기사 검!"
"pc_sword_steel","강철 검","이 무기는 가볍기는 하지만 매우 단단하다."
"pc_sword_silver","순은 검","이 은색 검을 사용하면 공격 속도가 크게 빨라집니다!"
"pc_sword_leaf","잎사귀 검","날카로운 잎으로 만든 검."
"pc_sword_gold","왕의 검","왕을 위해 만들어진 황금검"
"pc_sword_fire","드래곤 검","용의 비늘로 만든 칼."
"pc_sword_wild","자연 검","야만적이고 파괴적인 검."
"pc_sword_basic","신병의 검","신참에게 쓸만한 검."
"pc_sword_copper2","병사의 검","신참에게 완벽한 검."
"pc_sword_protector","수호의 검","약자와 억압받는 이들을 보호하기 위한 칼날."
"pc_sword_katana","카타나","면도날처럼 날카로운 검."
"pc_sword_arcane","마법검","강력한 마법 에너지는 그들의 칼에서 나온다."
"pc_sword_shark","상어이빨","톱니 모양의 칼. 절삭력보다는 파괴력이 강하다."
"pc_sword_butcher","푸줏간 식칼","고기를 잘게 썰어라!"
"pc_sword_guardian","보호의 검","약자와 억압받는 이들을 보호하기 위해 만든 검."
"pc_sword_green","뱀의 송곳니","칼에 베이면 독이 서립니다."
"pc_sword_red_blade","적색 칼날","당신의 적들의 피는 불타는 붉은 칼날 위에 쌓일 것입니다."
"pc_sword_vorpal","보르팔검","등 조심해, 재버윅!"
"pc_sword_blackguard","블랙가드 검","훌륭한 품질의 어두워 보이는 검."
"pc_sword_poison","베놈","독이 든 강력한 칼날, 작은 상처만 만들어두라고!"
"pc_sword_burn","화염검","적을 심하게 태우는 칼."
"pc_sword_shadow","새도우","적의 시야를 가리는 칼."
"pc_sword_ice","빙산일각","적을 얼리는 칼."
"pc_bow_debug","활","기본적인 활."
"pc_bow_wood","나무 활","나무로 만든 활."
"pc_bow_iron","철 활","철로 만든 활."
"pc_bow_steel","강철 활","강철의 활은 가볍고 단단하다."
"pc_bow_silver","순은 활","은판으로 보강된 활"
"pc_bow_gold","황금 활","이 활을 덮고 있는 금은 얼마일까요!"
"pc_bow_dark","암흑 활","어둠에 휩싸인 악마의 활"
"pc_boomerang_wood","나무 부메랑","돌아와라 나무 부우우메랑!"
"pc_boomerang_steel","강철 부메랑","강철로 만든 이 부메랑은 치명적인 무기이다."
"pc_boomerang_gold","황금 부메랑","가져가면 안돼! 돌아와! 눈부신 부메에랑!"
"pc_boomerang_dark","암흑 부메랑","어둠에 휩싸인 악마의 부메랑"
"pc_arrow_wood","나무 화살","기본적이지만 효율적인 화살."
"pc_arrow_iron","철 화살","날카롭고 강한 화살."
"pc_arrow_silver","순은 화살","순은으로 만든 화살."
"pc_arrow_gold","황금 화살","눈이 부셔서 적의 시야를 가리는 황금빛 화살"
"pc_arrow_dark","암흑 화살","어둠의 축복을 받은 화살"
"pc_armor_zombi_mask","마스크","좀비 마스크"
"pc_armor_scorpion_mask","마스크","전갈 마스크"
"pc_armor_crawler_mask","마스크","구울 마스크"
"pc_armor_eagle_mask","마스크","독수리 마스크"
"pc_armor_creeping_mask","마스크","크립 마스크"
"pc_armor_ghost_mask","마스크","유령 마스크"
"pc_armor_butcher_mask","마스크","도살자 마스크"
"pc_armor_golem_mask","마스크","골렘 마스크"
"pc_armor_wood_mask","마스크","나무 마스크"
"pc_axe","도끼","나무꾼을 위한 도끼"
"pc_spade_wood","목재 괭이","블록을 파괴하지 않고 식물을 수확할 수 있습니다."
"pc_pickaxe_wood","목재 곡괭이","즉석에서 만든 나무 곡괭이."
"pc_pickaxe_tin","주석 곡괭이","주석으로 곡괭이를 만들어요? 땅은 파져요?"
"pc_pickaxe_copper","구리 곡괭이","구리 곡괭이는 물러서 조심히 다뤄야합니다."
"pc_pickaxe_bronze","청동 곡괭이","이제부터는 청동 곡괭이가 당신의 채굴을 도울거에요!"
"pc_pickaxe_iron","철 곡괭이","무겁지만 효율적인 곡괭이"
"pc_pickaxe_steel","강철 곡괭이","가볍고 단단한 곡괭이 입니다. 더 빨리 파세요!"
"pc_pickaxe_silver","순은 곡괭이","정교한 은색 곡괭이는 단단합니다. 걱정말고 더 빨리 파세요!"
"pc_pickaxe_gold","황금 곡괭이","훌륭한 보석으로 장식된 이 곡괭이를 보라! 누가 저항할 수 있겠는가!"
"pc_anvil_npc","대장장이 모루","대장장이를 위한 필수 도구!"
"pc_cauldron_npc","요리사 가마솥","요리사를 위한 필수 도구!"
"pc_alchemy_table_npc","마법사 책상","마법사를 위한 필수 도구!"
"pc_middleages_woodworking","중세 시대 고급 제작대","중세 시대처럼 만들어진 나무 작업대."
"pc_runic_table_craft","룬 제작대","룬을 합성할 수 있는 작업대 입니다."
"pc_middleages_forge","용광로","전형적인 중세 용광로."
"pc_middleages_foundry","주조 공장","전형적인 중세 주조 공장"
"pc_middleages_anvil_tin","주석 모루","주석 모루 하나"
"pc_middleages_anvil_copper","구리 모루","구리 모루 하나"
"pc_middleages_anvil_bronze","청동 모루","청동 모루 하나"
"pc_middleages_anvil","철 모루","철 모루 하나"
"pc_anvil_steel","강철 모루","강철 모루 하나"
"pc_anvil_silver","순은 모루","순은 모루 하나"
"pc_anvil_gold","황금 모루","황금 모루 하나"
"pc_middleages_cauldron","중세 가마솥","다양한 재료를 넣어 요리가 가능한 가마솥"
"pc_middleages_besidetable"," 중세 시대 보조 작업대"," 나무로 만들어진 보조 작업대"
"pc_table_transformation","변환 작업대","몬스터를 무한대로 변환할 수 있습니다."
"pc_meat_rack","고기 건조대","고기 건조대! 고기를 넣어보세요!"
,,
"pc_chicken_manger","닭장","닭장 속에는 암탉이 있지!"
"pc_cow_manger","외양간","외양간 속에는 젖소가 있지!"
,,
"pc_block_maker","블록 생성기","원자재를 블록으로 변형시킬 수 있는 매우 흥미로운 기계입니다."
"pc_runic_anvil","룬 모루","장비에 룬을 장착할 수 있는 룬 모루"
"pc_campfire","모닥불","단순히 고기를 굽고 싶으시다고요? 얼음을 녹이고 싶으신가요? 모닥불을 이용하세요!"
,,
"pc_alchemy_bookcase","연금술사 책장","연금술 책들로 가득 찬 책장."
"pc_alchemy_door","연금술사 방문","모든 사람들에게 경고한다. 연금술의 문은 아무나 열수 있는것이 아니다."
"pc_alchemy_table","연금술사 작업대","포션을 만들 수 있는 연금술 작업대 입니다."
"pc_alchemy_table2","연금술사 작업대","포션을 만들 수 있는 연금술 작업대 입니다."
"pc_alchemy_chair","연금술사 의자","연금술사를 위해 만들어진 의자"
"pc_alchemy_skull","연금술사 해골","촛대 역할을 하는 두개골."
,,
"pc_donjon_platform","던전 발판","지하감옥의 질척한 피가 굳어서 만들어진 발판"
"pc_soul_crystal","영혼 크리스탈","수년간 모아진 많은 영혼들이 만들어낸 결정체, 불가사의한 결정에는 몬스터을 향한 증오가 담겨있다."
,,
"pc_flesh_workbench","살덩이 작업대","살로 만든 작업대. 정상적인 사람들을 위한 작업대가 아니야!"
"pc_flesh_banner","살덩이 배너","살덩이로 만들어진 배너, 여기엔 심상치 않은것이 있어 돌아가!"
"pc_flesh_chair","살덩이 의자","살덩이로 만들어진 의자, 심장이 뛰고 있는거 보여?"
"pc_flesh_chandelier","살덩이 샹들리에","살덩이로 만들어진 샹들리에, 보지마 심장이 멎을지도 몰라!"
"pc_flesh_couch","살덩이 소파","살덩이 소파에 앉아봐, 너무 진짜같아서 기절할지도 몰라!"
"pc_flesh_decoration","살덩이 장식","알수없는 살덩이가 여기저기 장식처럼 붙어있다."
"pc_flesh_decoration2","살덩이 장식","살덩이로 만들어진 장식물이다. 누구의 피와 살덩이 인걸까."
"pc_flesh_door","살덩이 문","시뻘건 문이다. 살덩이와 피가 굳어져 만들어졌다."
"pc_flesh_table","살덩이 책상","살덩이로 만들어진 책상, 한가운데 눈알이 나를 보고 있다."
"pc_flesh_wardrobe","살덩이 옷장","옷장은 살덩이로 만들어진것 같다. 안에는 뼈가 있다."
"pc_flesh_wardrobe2","살덩이 옷장","옷장은 살덩이로 만들어졌다. 문을 열어보기 무섭다."
,,
"pc_gold_platform","황금 발판","부의 상징! 황금 발판!"
"pc_gold_workbench","황금 작업대","황금을 가공하는 황금 작업대!"
"pc_gold_armchair;Golden Armchair","황금 팔걸이 의자","황금으로 만들어진 팔걸이 의자"
"pc_gold_commode","황금 서랍장","오! 황금 서랍장을 열어보자. 그러나 아무것도 없었다."
"pc_gold_bed","황금 침대","황금 침대다. 너무 빛나 잠자기에 편안해보이지는 않다."
"pc_gold_candlestick","황금 촛대","왕을 위한 황금 촛대!"
"pc_gold_chair","황금 의자","황금으로 만들어진 의자이다. 130kg 이상은 앉지마라 부서진다."
"pc_gold_couch","황금 소파","황금으로 만들어진 소파"
"pc_gold_door","황금 문","황금의 방으로 인도하는 전설의 황금 문이다. "
"pc_gold_table","황금 책상","문양이 장식된 황금으로 만들어진 책상이다."
"pc_gold_table2","황금 책상","매끈한 황금으로 만들어진 책상이다."
"pc_gold_wardrobe","황금 옷장","황금 옷장을 열어보았지만 아무것도 없었다."
"pc_gold_chandelier","황금 샹들리에","궁전의 천정에 달릴만한 고급스런 샹들리에"
"pc_brick_gold1","황금 벽돌","황금 바로 쌓은 벽돌이다."
"pc_brick_gold2","황금 벽돌","황금 원석을 가공하여 만든 벽돌이다."
"pc_brick_gold3","황금 블록","황금 덩어리로 만든 벽돌이다."
,,
"pc_ice_workbench","얼음 작업대","설원의 녹지않는 얼음으로 만들어낸 차가운 얼음작업대."
"pc_ice_table","얼음 책상","녹지 않는 얼음으로 만들어진 차가운 얼음 책상"
"pc_ice_table2","얼음 책상","얼음 책상은 투명하지만 반대편이 비칠 정도로 투명했다."
"pc_ice_chair","얼음 의자","얼음 의자는 여왕을 위해 만들어졌다."
"pc_ice_armchair","얼음 팔걸이 의자","얼음 팔걸이 의자는 고독하게 자리를 잡고 있다."
"pc_ice_sofa","얼음 소파","얼음으로 만들어진 소파는 기이하게도 포근했다."
"pc_ice_bed","얼음 침대","얼음으로 만들어진 침대, 자고나니 몸이 얼어있었다."
"pc_ice_wardrobe","얼음 옷장","얼음으로 만들어진 옷장은 탈취 기능이 탑재되어 있다."
"pc_ice_commode","얼음 서랍","얼음으로 만들어진 서랍은 내부가 훤히 보인다. "
"pc_ice_chandelier","얼음 샹들리에","얼음으로 만들어진 샹들리에에 촛불이 위태롭게 빛나고 있다."
"pc_ice_floor_lamp","얼음 램프","얼음안에 영혼석같이 아름다운 불꽃이 타오르고 있다."
"pc_ice_door","얼음 문","얼음 여왕의 방문, 얼음으로 만들어진 문이다. "
"pc_ice_platform","얼음 발판","얼음으로 만든 발판이다. 조심해라 미끄럽다."
,,
"pc_slime_workbench","슬라임 작업대","슬라임이었던 것들로 만든 작업대. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다..."
"pc_slime_table","슬라임 책상","슬라임이었던 것들로 만든 책상. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_table2","슬라임 책상","슬라임이었던 것들로 만든 책상. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_table3","슬라임 책상","슬라임이었던 것들로 만든 책상. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_chair","슬라임 의자","슬라임이었던 것들로 만든 의자. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_armchair2","슬라임 팔걸이의자","슬라임이었던 것들로 만든 팔걸이의자. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_armchair","슬라임 소파","슬라임이었던 것들로 만든 소파. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_bed","슬라임 침대","슬라임이었던 것들로 만든 침대. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_ceil_lamp","슬라임 샹들리에","슬라임이었던 것들로 만든 샹들리에. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_ceil_lamp2","슬라임 샹들리에","슬라임이었던 것들로 만든 샹들리에. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_door","슬라임 방문","슬라임이었던 것들로 만든 문. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
"pc_slime_platform","슬라임 발판","슬라임이었던 것들로 만든 발판. 나는 그들이 어떻게 서로를 붙잡고 있는지 궁금하다…"
,,
"pc_torture_workbench","고문 작업대","고문을 위한 작업대이다."
"pc_torture_table","고문 책상","책상위에 유리가 박혀있다. 모든면에서 완벽하다."
"pc_torture_table2","고문 책상","책상위에 못이 박혀있다. 모든면에서 완벽하다."
"pc_torture_chair","고문 의자","긴장을 풀 수 있는 완벽한 의자"
"pc_torture_chair2","고문 의자","긴장을 풀 수 있는 완벽한 의자"
"pc_torture_chair3","고문 의자","긴장을 풀 수 있는 완벽한 의자"
"pc_torture_sofa","고문 소파","앉으세요. 아주 편안해 보이실 거예요!"
"pc_torture_couch","고문 소파","편해질수 있는 소파지만, 가장 편안한 소파는 아닐지도 모른다."
"pc_torture_couch2","고문 소파","편해질수 있는 소파지만, 가장 편안한 소파는 아닐지도 모른다."
"pc_torture_couch3","고문 소파","편해질수 있는 소파지만, 가장 편안한 소파는 아닐지도 모른다."
"pc_torture_bed","고문 침대","즐거운 잠자리 즐기세요. 마지막이 될거에요."
"pc_torture_bed2","고문 침대","여기서 한번 자봐요. 어떻게 되나 봅시다!"
"pc_torture_decoration6","고문 장식","아주 고상한 장식들"
"pc_torture_wardrobe","고문 옷장","옷과 도구를 보관하는 옷장.."
"pc_torture_wardrobe2","고문 옷장","옷과 도구를 보관하는 옷장."
"pc_torture_commode","고문 서랍장","모든 가학 성애자들을 만족시킬 수 있는 서랍장"
"pc_torture_chandelier","고문 샹들리에","샹들리에가 고독하게 천장을 밝게 하고 있다."
"pc_torture_door","고문 방문","이 문은 뒤에 무엇이 있는지 분명히 보여준다."
"pc_torture_cage","고문 새장","손님들을 만족시키기 위한 이상적인 우리."
"pc_torture_iron_maiden","아이언메이든","고대 고문 도구예요. 사람을 안에 넣고 가시 관으로 덮은뒤 흔들죠."
"pc_torture_decoration","고문 장식","아주 고상한 장식들"
"pc_torture_decoration2","고문 장식","아주 고상한 장식들"
"pc_torture_decoration3","고문 장식","아주 고상한 장식들"
"pc_torture_decoration4","고문 장식","아주 고상한 장식들"
"pc_torture_decoration5","고문 장식","아주 고상한 장식들"
"pc_torture_platform","고문 발판","고문관을 배려한 발판이다."
,,
"pc_middleages_banner","중세 배너","중세 상인 가문의 배너."
"pc_middleages_banner2","중세 배너","중세 연금술사 가문의 배너."
"pc_middleages_banner3","중세 배너","중세 검투사 가문의 배너."
"pc_middleages_bed","중세 침대","짚으로 만든 중세 침대,"
"pc_middleages_bed2","중세 침대","전형적인 중세 침대."
"pc_middleages_chandelier","중세 샹들리에","전형적인 중세 샹들리에."
"pc_middleages_bedsidetable","중세 보조 책상","전형적인 중세 보조 책상."
"pc_middleages_candlestick","중세 촛대","전형적인 중세 촛대 장식."
"pc_middleages_table","중세 책상","전형적인 중세 책상"
"pc_middleages_wardrobe","중세 옷장","중세 스타일의 옷들이 보관된 옷장"
"pc_middleages_decoration","중세 장식","인기있는 중세의 장식."
"pc_middleages_decoration3","중세 장식","유명한 중세의 장식"
"pc_middleages_decoration4","중세 장식","멋있는 중세의 장식"
"pc_middleages_decoration5","중세 장식","상징적인 중세의 장식"
"pc_middleages_decoration6","중세 장식","기념적인 중세의 장식"
"pc_middleages_decoration7","중세 장식","고상한 중세의 장식"
"pc_middleages_lamp2","중세 램프","중세 시대의 이상하게 조작된 램프입니다."
"pc_middleages_lamp3","중세 램프","중세 시대처럼 만들어진 램프."
"pc_middleages_lampost","중세 가로등","중세 시대처럼 만들어진 가로등."
"pc_middleages_lamp","중세 램프","중세 시대처럼 만들어진 램프."
,,
"pc_rococo_platform","로코코 발판","산업혁명기 초월적인 아름다움을 모토로 하던 로코코 스타일의 발판"
"pc_rococo_woodworking","로코코 목공예장","순수한 로코코 스타일의 목공예장."
"pc_rococo_table","로코코 책상","순수한 로코코 스타일의 책상."
"pc_rococo_bed","로코코 침대","순수한 로코코 스타일의 침대."
"pc_rococo_wardrobe","로코코 옷장","순수한 로코코 스타일의 옷장."
"pc_rococo_door","로코코 방문","순수한 로코코 스타일의 방문."
"pc_rococo_workbench","로코코 작업대","산업혁명기 초월적인 아름다움을 모토로 하던 로코코 스타일의 작업대."
"pc_rococo_armchair","로코코 팔걸이의자","순수한 로코코 스타일의 팔걸이의자."
"pc_rococo_besidetable","로코코 보조 책상","순수한 로코코 스타일의 보조책상."
"pc_rococo_besidetable2","로코코 보조 책상","순수한 로코코 스타일의 보조책상."
"pc_rococo_dresser","로코코 옷장","순수한 로코코 스타일의 옷장."
"pc_rococo_dresser2","로코코 옷장","순수한 로코코 스타일의 옷장."
"pc_rococo_chair","로코코 의자","순수한 로코코 스타일의 의자."
"pc_rococo_chandelier","로코코 샹들리에","순수한 로코코 스타일의 샹들리에."
"pc_rococo_couch","로코코 긴소파","순수한 로코코 스타일의 긴소파."
"pc_rococo_lamp","로코코 램프","순수한 로코코 스타일의 램프."
,,
"pc_roman_banner_little1","고대 로마 작은 배너","순수한 로마 스타일로 장식된 작은 검투사 현수막."
"pc_roman_banner_little2","고대 로마 작은 배너","순수한 로마 스타일로 장식된 작은 기사 현수막."
"pc_roman_banner1","고대 로마 배너","순수한 로마 스타일로 장식된 검투사 현수막."
"pc_roman_banner2","고대 로마 배너","순수한 로마 스타일로 장식된 기사 현수막."
"pc_roman_banner3","고대 로마 배너","순수한 로마 스타일로 장식된 챔피언 현수막."
"pc_roman_chair","고대 로마 의자","순수한 로마 스타일의 의자."
"pc_roman_commode","고대 로마 서랍장","순수한 로마 스타일의 서랍장"
"pc_roman_couch","고대 로마 긴소파","순수한 로마 스타일의 장의자"
"pc_roman_door","고대 로마 방문","로마제국의 전형적인 문입니다."
"pc_roman_table","고대 로마 책상","로마인의 관습에 따른 전형적인 식탁."
"pc_roman_wardrobe","고대 로마 옷장","전형적인 로마식 옷장"
"pc_roman_chandelier","고대 로마 샹들리에","이 샹들리에는 로마의 고대유적으로 보인다."
"pc_roman_chandelier2","고대 로마 샹들리에","이 샹들리에는 로마의 고대유적을 복원하여 만들어 졌다."
,,
"pc_royal_banner1","현자왕 배너","지고한 현자왕의 상징적인 배너."
"pc_royal_banner2","기사왕 배너","고강한 기사왕의 상징적인 배너."
"pc_royal_banner3","태양왕 배너","신성한 태양왕의 상징적인 배너."
"pc_royal_bed","왕실 침대","값을 매길수 없는 왕의 침대."
"pc_royal_chandelier","왕실 샹들리에","정교하게 가공된 왕실의 샹들리에."
"pc_royal_chandelier2","왕실 샹들리에","정교하게 가공된 왕실의 샹들리에."
"pc_royal_chair","왕실 의자","그 위에 앉아 있는 사람의 소리를 높여주는 장엄한 왕좌."
"pc_royal_brazier","왕실 화로","긴 겨울 밤을 위한 웅장한 화로"
"pc_royal_lamp","왕실 램프","왕실을 비추는 화려한 등"
"pc_royal_table","왕실 책상","왕이 공부하고 업무를 보는 책상"
"pc_royal_wardrobe","왕실 옷장","궁녀가 관리하지 않는 왕의 특별한 옷장"
,,
"pc_ancien_platform","고대의 발판","사막에 살고 있는 고대 문명에 의해 만들어진 플랫폼."
"pc_ancien_sand_commode","고대의 서랍장","사막에 살고 있는 고대 문명에 의해 만들어진 서랍장."
"pc_ancien_sand_workbench","고대의 작업대","사막에 살고 있는 고대 문명에 의해 만들어진 작업대."
"pc_ancien_sand_wardrobe","고대의 옷장","사막에 살고 있는 고대 문명에 의해 만들어진 옷장."
"pc_ancien_sand_wardrobe2","고대의 옷장","사막에 살고 있는 고대 문명에 의해 만들어진 옷장."
"pc_ancien_sand_table","고대의 책상","사막에 살고 있는 고대 문명에 의해 만들어진 책상."
"pc_ancien_sand_table2","고대의 책상","사막에 살고 있는 고대 문명에 의해 만들어진 책상."
"pc_ancien_sand_table3","고대의 책상","사막에 살고 있는 고대 문명에 의해 만들어진 책상."
"pc_ancien_sand_lamp","고대의 등","사막에 살고 있는 고대 문명에 의해 만들어진 등."
"pc_ancien_sand_lamp2","고대의 등","사막에 살고 있는 고대 문명에 의해 만들어진 등."
"pc_ancien_sand_bed","고대의 침대","사막에 살고 있는 고대 문명에 의해 만들어진 침대."
"pc_ancien_sand_bed2","고대의 침대","사막에 살고 있는 고대 문명에 의해 만들어진 침대."
"pc_ancien_sand_chair","고대의 의자","사막에 살고 있는 고대 문명에 의해 만들어진 의자."
"pc_ancien_sand_door","고대의 문","사막에 살고 있는 고대 문명에 의해 만들어진 문."
,,
"pc_savage_door","야만인 문","대나무와 가죽으로 만든 문."
"pc_savage_door2","야만인 문","대나무로 만든 문."
"pc_savage_bed","야만인 침대","대나무와 가죽으로 만든 침대."
"pc_savage_chandelier","야만인 샹들리에","대나무와 가죽으로 만든 샹들리에."
"pc_savage_armchair","야만인 팔걸이 의자","대나무와 가죽으로 만든 팔걸이 의자."
"pc_savage_couch","야만인 장의자","대나무와 가죽으로 만든 장의자."
"pc_savage_brazier","야만인 화로","대나무와 가죽으로 만든 화로."
"pc_savage_table","야만인 책상","대나무와 가죽으로 만든 책상."
"pc_savage_wardrobe","야만인 옷장","대나무와 가죽으로 만든 옷장."
,,
"pc_stoneage_platform","석기시대 발판","선사시대 유랑민의 간이 발판"
"pc_stoneage_table","석기시대 책상","선사시대의 책상"
"pc_stoneage_workbench","석기시대 작업대","선사시대의 재료를 가공하여 가구를 만들 수 있는 작업대"
"pc_stoneage_wardrobe","석기시대 옷장","선사시대의 옷장"
"pc_stoneage_table1","석기시대 책상","선사시대의 책상"
"pc_stoneage_table2","석기시대 책상","선사시대의 책상"
"pc_stoneage_table3","석기시대 책상","선사시대의 책상"
"pc_stoneage_chair","석기시대 의자","선사시대의 의자"
"pc_stoneage_chair2","석기시대 의자","선사시대의 의자"
"pc_stoneage_bed","석기시대 침대","선사시대의 침대."
"pc_stoneage_chandelier","석기시대 샹들리에","선사시대의 샹들리에."
"pc_stoneage_chandelier2","석기시대 샹들리에","선사시대의 샹들리에."
"pc_stoneage_commode","석기시대 서랍장","선사시대의 서랍장."
"pc_stoneage_decoration","석기시대 장식","선사시대 양식의 석조."
"pc_stoneage_sofa","석기시대 소파","선사시대 스타일의 소파."
"pc_torch_wood","반짝이는 나무 막대기","이것은 횃불은 아니지만, 거의 그만큼 불이 붙는다."
"pc_torch","횃불","이 나무 횃불은 가장 어두운 동굴에서 당신의 시야를 확보 해 줄 것이다."
"pc_torch_donjon","던전 횃불","어떤 방에서도 불안감을 주는 횃불."
"pc_torch_green","초록 횃불","이 나무 횃불은 가장 어두운 동굴에서 당신의 시야를 확보 해 줄 것이다."
"pc_torch_aqua","파랑 횃불","이 나무 횃불은 가장 어두운 동굴에서 당신의 시야를 확보 해 줄 것이다."
,,
"pc_wood_barrel","나무통","물품을 보관하기 위한 나무 통."
"pc_wood_bedside_table","나무 보조탁자","거친나무로 만든 보조 탁자."
"pc_wood_bedside_table_2","나무 보조탁자","거친나무로 만든 보조 탁자."
"pc_wood_table","나무 식탁","간단한 식탁이지만 단단한 나무로 만들어졌어요."
"pc_wood_table_2","나무 식탁","간단한 식탁이지만 단단한 나무로 만들어졌어요."
